surname	frequency	cumulative_frequency	rank
Cash	0.013	42.732	947
Bolton	0.013	42.744	948
Mcfadden	0.013	42.757	949
Levine	0.013	42.77	950
Good	0.013	42.782	951
Byers	0.013	42.795	952
Kirkland	0.013	42.808	953
Kidd	0.013	42.821	954
Workman	0.013	42.833	955
Carney	0.013	42.846	956
Dale	0.013	42.859	957
Mcleod	0.013	42.871	958
Holcomb	0.013	42.884	959
England	0.013	42.896	960
Finch	0.013	42.909	961
Head	0.012	42.921	962
Burt	0.012	42.934	963
Hendrix	0.012	42.946	964
Sosa	0.012	42.959	965
Haney	0.012	42.971	966
Franks	0.012	42.984	967
Sargent	0.012	42.996	968
Nieves	0.012	43.009	969
Downs	0.012	43.021	970
Rasmussen	0.012	43.033	971
Bird	0.012	43.046	972
Hewitt	0.012	43.058	973
Lindsay	0.012	43.071	974
Le	0.012	43.083	975
Foreman	0.012	43.095	976
Valencia	0.012	43.108	977
Oneil	0.012	43.12	978
Delacruz	0.012	43.132	979
Vinson	0.012	43.145	980
Dejesus	0.012	43.157	981
Hyde	0.012	43.169	982
Forbes	0.012	43.182	983
Gilliam	0.012	43.194	984
Guthrie	0.012	43.206	985
Wooten	0.012	43.218	986
Huber	0.012	43.231	987
Barlow	0.012	43.243	988
Boyle	0.012	43.255	989
Mcmahon	0.012	43.267	990
Buckner	0.012	43.279	991
Rocha	0.012	43.291	992
Puckett	0.012	43.303	993
Langley	0.012	43.315	994
Knowles	0.012	43.328	995
Cooke	0.012	43.34	996
Velazquez	0.012	43.352	997
Whitley	0.012	43.364	998
Noel	0.012	43.376	999
Vang	0.012	43.388	1000
Shea	0.012	43.399	1001
Rouse	0.012	43.411	1002
Hartley	0.012	43.423	1003
Mayfield	0.012	43.435	1004
Elder	0.012	43.447	1005
Rankin	0.012	43.459	1006
Hanna	0.012	43.471	1007
Cowan	0.012	43.483	1008
Lucero	0.012	43.495	1009
Arroyo	0.012	43.507	1010
Slaughter	0.012	43.519	1011
Haas	0.012	43.531	1012
Oconnell	0.012	43.542	1013
Minor	0.012	43.554	1014
Kendrick	0.012	43.566	1015
Shirley	0.012	43.578	1016
Kendall	0.012	43.59	1017
Boucher	0.012	43.602	1018
Archer	0.012	43.613	1019
Boggs	0.012	43.625	1020
Odell	0.012	43.637	1021
Dougherty	0.012	43.649	1022
Andersen	0.012	43.661	1023
Newell	0.012	43.672	1024
Crowe	0.012	43.684	1025
Wang	0.012	43.696	1026
Friedman	0.012	43.708	1027
Bland	0.012	43.719	1028
Swain	0.012	43.731	1029
Holley	0.012	43.743	1030
Felix	0.012	43.754	1031
Pearce	0.012	43.766	1032
Childs	0.012	43.778	1033
Yarbrough	0.012	43.789	1034
Galvan	0.012	43.801	1035
Proctor	0.012	43.812	1036
Meeks	0.012	43.824	1037
Lozano	0.012	43.836	1038
Mora	0.012	43.847	1039
Rangel	0.012	43.859	1040
Bacon	0.012	43.87	1041
Villanueva	0.012	43.882	1042
Schaefer	0.012	43.893	1043
Rosado	0.012	43.905	1044
Helms	0.012	43.917	1045
Boyce	0.012	43.928	1046
Goss	0.012	43.94	1047
Stinson	0.011	43.951	1048
Smart	0.011	43.963	1049
Lake	0.011	43.974	1050
Ibarra	0.011	43.986	1051
Hutchins	0.011	43.997	1052
Covington	0.011	44.009	1053
Reyna	0.011	44.02	1054
Gregg	0.011	44.032	1055
Werner	0.011	44.043	1056
Crowley	0.011	44.054	1057
Hatcher	0.011	44.066	1058
Mackey	0.011	44.077	1059
Bunch	0.011	44.089	1060
Womack	0.011	44.1	1061
Polk	0.011	44.111	1062
Jamison	0.011	44.123	1063
Dodd	0.011	44.134	1064
Childress	0.011	44.146	1065
Childers	0.011	44.157	1066
Camp	0.011	44.168	1067
Villa	0.011	44.18	1068
Dye	0.011	44.191	1069
Springer	0.011	44.202	1070
Mahoney	0.011	44.214	1071
Dailey	0.011	44.225	1072
Belcher	0.011	44.236	1073
Lockhart	0.011	44.248	1074
Griggs	0.011	44.259	1075
Costa	0.011	44.27	1076
Connor	0.011	44.281	1077
Brandt	0.011	44.293	1078
Winter	0.011	44.304	1079
Walden	0.011	44.315	1080
Moser	0.011	44.326	1081
Tracy	0.011	44.338	1082
Tatum	0.011	44.349	1083
Mccann	0.011	44.36	1084
Akers	0.011	44.371	1085
Lutz	0.011	44.382	1086
Pryor	0.011	44.393	1087
Law	0.011	44.404	1088
Orozco	0.011	44.415	1089
Mcallister	0.011	44.427	1090
Lugo	0.011	44.438	1091
Davies	0.011	44.449	1092
Shoemaker	0.011	44.46	1093
Madison	0.011	44.471	1094
Rutherford	0.011	44.482	1095
Newsome	0.011	44.493	1096
Magee	0.011	44.504	1097
Chamberlain	0.011	44.515	1098
Blanton	0.011	44.526	1099
Simms	0.011	44.537	1100
Godfrey	0.011	44.548	1101
Flanagan	0.011	44.559	1102
Crum	0.011	44.57	1103
Cordova	0.011	44.581	1104
Escobar	0.011	44.592	1105
Downing	0.011	44.603	1106
Sinclair	0.011	44.614	1107
Donahue	0.011	44.625	1108
Krueger	0.011	44.636	1109
Mcginnis	0.011	44.647	1110
Gore	0.011	44.658	1111
Farris	0.011	44.669	1112
Webber	0.011	44.68	1113
Corbett	0.011	44.691	1114
Andrade	0.011	44.701	1115
Starr	0.011	44.712	1116
Lyon	0.011	44.723	1117
Yoder	0.011	44.734	1118
Hastings	0.011	44.745	1119
Mcgrath	0.011	44.756	1120
Spivey	0.011	44.767	1121
Krause	0.011	44.778	1122
Harden	0.011	44.788	1123
Crabtree	0.011	44.799	1124
Kirkpatrick	0.011	44.81	1125
Hollis	0.011	44.821	1126
Brandon	0.011	44.832	1127
Arrington	0.011	44.843	1128
Ervin	0.011	44.853	1129
Clifton	0.011	44.864	1130
Ritter	0.011	44.875	1131
Mcghee	0.011	44.886	1132
Bolden	0.011	44.897	1133
Maloney	0.011	44.907	1134
Gagnon	0.011	44.918	1135
Dunbar	0.011	44.929	1136
Ponce	0.011	44.94	1137
Pike	0.011	44.95	1138
Mayes	0.011	44.961	1139
Heard	0.011	44.972	1140
Beatty	0.011	44.983	1141
Mobley	0.011	44.993	1142
Kimball	0.011	45.004	1143
Butts	0.011	45.015	1144
Montes	0.011	45.026	1145
Herbert	0.011	45.036	1146
Grady	0.011	45.047	1147
Eldridge	0.011	45.058	1148
Braun	0.011	45.068	1149
Hamm	0.011	45.079	1150
Gibbons	0.011	45.09	1151
Seymour	0.011	45.1	1152
Moyer	0.011	45.111	1153
Manley	0.011	45.122	1154
Herron	0.011	45.132	1155
Plummer	0.011	45.143	1156
Elmore	0.011	45.153	1157
Cramer	0.011	45.164	1158
Gary	0.011	45.175	1159
Rucker	0.011	45.185	1160
Hilton	0.011	45.196	1161
Blue	0.011	45.206	1162
Pierson	0.011	45.217	1163
Fontenot	0.011	45.227	1164
Field	0.011	45.238	1165
Rubio	0.011	45.248	1166
Grace	0.011	45.259	1167
Goldstein	0.011	45.269	1168
Elkins	0.011	45.28	1169
Wills	0.01	45.29	1170
Novak	0.01	45.301	1171
John	0.01	45.311	1172
Hickey	0.01	45.322	1173
Worley	0.01	45.332	1174
Gorman	0.01	45.343	1175
Katz	0.01	45.353	1176
Dickinson	0.01	45.364	1177
Broussard	0.01	45.374	1178
Fritz	0.01	45.384	1179
Woodruff	0.01	45.395	1180
Crow	0.01	45.405	1181
Christopher	0.01	45.416	1182
Britton	0.01	45.426	1183
Forrest	0.01	45.436	1184
Nance	0.01	45.447	1185
Lehman	0.01	45.457	1186
Bingham	0.01	45.467	1187
Zuniga	0.01	45.478	1188
Whaley	0.01	45.488	1189
Shafer	0.01	45.498	1190
Coffman	0.01	45.509	1191
Steward	0.01	45.519	1192
Delarosa	0.01	45.529	1193
Nix	0.01	45.54	1194
Neely	0.01	45.55	1195
Numbers	0.01	45.56	1196
Mata	0.01	45.571	1197
Manuel	0.01	45.581	1198
Davila	0.01	45.591	1199
Mccabe	0.01	45.601	1200
Kessler	0.01	45.612	1201
Emery	0.01	45.622	1202
Bowling	0.01	45.632	1203
Hinkle	0.01	45.643	1204
Welsh	0.01	45.653	1205
Pagan	0.01	45.663	1206
Goldberg	0.01	45.673	1207
Goins	0.01	45.683	1208
Crouch	0.01	45.694	1209
Cuevas	0.01	45.704	1210
Quinones	0.01	45.714	1211
Mcdermott	0.01	45.724	1212
Hendrickson	0.01	45.734	1213
Samuels	0.01	45.745	1214
Denton	0.01	45.755	1215
Bergeron	0.01	45.765	1216
Lam	0.01	45.775	1217
Ivey	0.01	45.785	1218
Locke	0.01	45.795	1219
Haines	0.01	45.805	1220
Thurman	0.01	45.815	1221
Snell	0.01	45.825	1222
Hoskins	0.01	45.836	1223
Byrne	0.01	45.846	1224
Milton	0.01	45.856	1225
Winston	0.01	45.866	1226
Arthur	0.01	45.876	1227
Arias	0.01	45.886	1228
Stanford	0.01	45.896	1229
Roe	0.01	45.906	1230
Corbin	0.01	45.916	1231
Beltran	0.01	45.926	1232
Chappell	0.01	45.936	1233
Hurt	0.01	45.946	1234
Downey	0.01	45.956	1235
Dooley	0.01	45.966	1236
Tuttle	0.01	45.976	1237
Couch	0.01	45.986	1238
Payton	0.01	45.996	1239
Mcelroy	0.01	46.006	1240
Crockett	0.01	46.016	1241
Groves	0.01	46.026	1242
Clement	0.01	46.036	1243
Leslie	0.01	46.046	1244
Cartwright	0.01	46.055	1245
Dickey	0.01	46.065	1246
Mcgill	0.01	46.075	1247
Dubois	0.01	46.085	1248
Muniz	0.01	46.095	1249
Erwin	0.01	46.105	1250
Self	0.01	46.115	1251
Tolbert	0.01	46.125	1252
Dempsey	0.01	46.134	1253
Cisneros	0.01	46.144	1254
Sewell	0.01	46.154	1255
Latham	0.01	46.164	1256
Garland	0.01	46.174	1257
Vigil	0.01	46.183	1258
Tapia	0.01	46.193	1259
Sterling	0.01	46.203	1260
Rainey	0.01	46.213	1261
Norwood	0.01	46.223	1262
Lacy	0.01	46.232	1263
Stroud	0.01	46.242	1264
Meade	0.01	46.252	1265
Amos	0.01	46.262	1266
Tipton	0.01	46.271	1267
Lord	0.01	46.281	1268
Kuhn	0.01	46.291	1269
Hilliard	0.01	46.301	1270
Bonilla	0.01	46.311	1271
Teague	0.01	46.32	1272
Courtney	0.01	46.33	1273
Gunn	0.01	46.34	1274
Ho	0.01	46.349	1275
Greenwood	0.01	46.359	1276
Correa	0.01	46.369	1277
Reece	0.01	46.378	1278
Weston	0.01	46.388	1279
Poe	0.01	46.398	1280
Trent	0.01	46.407	1281
Pineda	0.01	46.417	1282
Phipps	0.01	46.427	1283
Frey	0.01	46.436	1284
Kaiser	0.01	46.446	1285
Ames	0.01	46.456	1286
Paige	0.01	46.465	1287
Gunter	0.01	46.475	1288
Schmitt	0.01	46.484	1289
Milligan	0.01	46.494	1290
Espinosa	0.01	46.503	1291
Carlton	0.01	46.513	1292
Bowden	0.01	46.523	1293
Vickers	0.01	46.532	1294
Lowry	0.01	46.542	1295
Pritchard	0.01	46.551	1296
Costello	0.01	46.561	1297
Piper	0.009	46.57	1298
Mcclellan	0.009	46.58	1299
Lovell	0.009	46.589	1300
Drew	0.009	46.599	1301
Sheehan	0.009	46.608	1302
Quick	0.009	46.617	1303
Hatch	0.009	46.627	1304
Dobson	0.009	46.636	1305
Singh	0.009	46.646	1306
Jeffries	0.009	46.655	1307
Hollingsworth	0.009	46.665	1308
Sorensen	0.009	46.674	1309
Meza	0.009	46.684	1310
Fink	0.009	46.693	1311
Donnelly	0.009	46.702	1312
Burrell	0.009	46.712	1313
Bruno	0.009	46.721	1314
Tomlinson	0.009	46.731	1315
Colbert	0.009	46.74	1316
Billings	0.009	46.749	1317
Ritchie	0.009	46.759	1318
Helton	0.009	46.768	1319
Sutherland	0.009	46.777	1320
Peoples	0.009	46.787	1321
Mcqueen	0.009	46.796	1322
Gaston	0.009	46.806	1323
Thomason	0.009	46.815	1324
Mckinley	0.009	46.824	1325
Givens	0.009	46.834	1326
Crocker	0.009	46.843	1327
Vogel	0.009	46.852	1328
Robison	0.009	46.862	1329
Dunham	0.009	46.871	1330
Coker	0.009	46.88	1331
Swartz	0.009	46.89	1332
Keys	0.009	46.899	1333
Lilly	0.009	46.908	1334
Ladner	0.009	46.917	1335
Hannah	0.009	46.927	1336
Willard	0.009	46.936	1337
Richter	0.009	46.945	1338
Hargrove	0.009	46.955	1339
Edmonds	0.009	46.964	1340
Brantley	0.009	46.973	1341
Albright	0.009	46.982	1342
Murdock	0.009	46.992	1343
Boswell	0.009	47.001	1344
Muller	0.009	47.01	1345
Quintero	0.009	47.019	1346
Padgett	0.009	47.028	1347
Kenney	0.009	47.038	1348
Daly	0.009	47.047	1349
Connolly	0.009	47.056	1350
Pierre	0.009	47.065	1351
Inman	0.009	47.074	1352
Quintana	0.009	47.084	1353
Lund	0.009	47.093	1354
Barnard	0.009	47.102	1355
Villegas	0.009	47.111	1356
Simons	0.009	47.12	1357
Land	0.009	47.129	1358
Huggins	0.009	47.138	1359
Tidwell	0.009	47.148	1360
Sanderson	0.009	47.157	1361
Bullard	0.009	47.166	1362
Mcclendon	0.009	47.175	1363
Duarte	0.009	47.184	1364
Draper	0.009	47.193	1365
Meredith	0.009	47.202	1366
Marrero	0.009	47.211	1367
Dwyer	0.009	47.22	1368
Abrams	0.009	47.23	1369
Stover	0.009	47.239	1370
Goode	0.009	47.248	1371
Fraser	0.009	47.257	1372
Crews	0.009	47.266	1373
Bernal	0.009	47.275	1374
Smiley	0.009	47.284	1375
Godwin	0.009	47.293	1376
Fish	0.009	47.302	1377
Conklin	0.009	47.311	1378
Mcneal	0.009	47.32	1379
Baca	0.009	47.329	1380
Esparza	0.009	47.338	1381
Crowder	0.009	47.347	1382
Bower	0.009	47.356	1383
Nicholas	0.009	47.365	1384
Chung	0.009	47.374	1385
Brewster	0.009	47.383	1386
Mcneill	0.009	47.392	1387
Dick	0.009	47.401	1388
Rodrigues	0.009	47.409	1389
Leal	0.009	47.418	1390
Coates	0.009	47.427	1391
Raines	0.009	47.436	1392
Mccain	0.009	47.445	1393
Mccord	0.009	47.454	1394
Miner	0.009	47.463	1395
Holbrook	0.009	47.472	1396
Swift	0.009	47.481	1397
Dukes	0.009	47.489	1398
Carlisle	0.009	47.498	1399
Aldridge	0.009	47.507	1400
Ackerman	0.009	47.516	1401
Starks	0.009	47.525	1402
Ricks	0.009	47.533	1403
Holliday	0.009	47.542	1404
Ferris	0.009	47.551	1405
Hairston	0.009	47.56	1406
Sheffield	0.009	47.569	1407
Lange	0.009	47.577	1408
Fountain	0.009	47.586	1409
Marino	0.009	47.595	1410
Doss	0.009	47.604	1411
Betts	0.009	47.612	1412
Kaplan	0.009	47.621	1413
Carmichael	0.009	47.63	1414
Bloom	0.009	47.639	1415
Ruffin	0.009	47.647	1416
Penn	0.009	47.656	1417
Kern	0.009	47.665	1418
Bowles	0.009	47.673	1419
Sizemore	0.009	47.682	1420
Larkin	0.009	47.691	1421
Dupree	0.009	47.699	1422
Jewell	0.009	47.708	1423
Silver	0.009	47.717	1424
Seals	0.009	47.726	1425
Metcalf	0.009	47.734	1426
Hutchison	0.009	47.743	1427
Henley	0.009	47.751	1428
Farr	0.009	47.76	1429
Castle	0.009	47.769	1430
Mccauley	0.009	47.777	1431
Hankins	0.009	47.786	1432
Gustafson	0.009	47.795	1433
Deal	0.009	47.803	1434
Curran	0.009	47.812	1435
Ash	0.009	47.821	1436
Waddell	0.009	47.829	1437
Ramey	0.009	47.838	1438
Cates	0.009	47.847	1439
Pollock	0.009	47.855	1440
Major	0.009	47.864	1441
Irvin	0.009	47.872	1442
Cummins	0.009	47.881	1443
Messer	0.009	47.89	1444
Heller	0.009	47.898	1445
Dewitt	0.009	47.907	1446
Lin	0.009	47.915	1447
Funk	0.009	47.924	1448
Cornett	0.009	47.932	1449
Palacios	0.009	47.941	1450
Galindo	0.009	47.949	1451
Cano	0.009	47.958	1452
Hathaway	0.009	47.966	1453
Singer	0.008	47.975	1454
Pham	0.008	47.983	1455
Enriquez	0.008	47.992	1456
Aaron	0.008	48	1457
Salgado	0.008	48.009	1458
Pelletier	0.008	48.017	1459
Painter	0.008	48.026	1460
Wiseman	0.008	48.034	1461
Blount	0.008	48.043	1462
Hand	0.008	48.051	1463
Feliciano	0.008	48.059	1464
Temple	0.008	48.068	1465
Houser	0.008	48.076	1466
Doherty	0.008	48.085	1467
Mead	0.008	48.093	1468
Mcgraw	0.008	48.101	1469
Toney	0.008	48.11	1470
Swan	0.008	48.118	1471
Melvin	0.008	48.126	1472
Capps	0.008	48.135	1473
Blanco	0.008	48.143	1474
Blackmon	0.008	48.152	1475
Wesley	0.008	48.16	1476
Thomson	0.008	48.168	1477
Mcmanus	0.008	48.177	1478
Fair	0.008	48.185	1479
Burkett	0.008	48.193	1480
Post	0.008	48.202	1481
Gleason	0.008	48.21	1482
Rudolph	0.008	48.218	1483
Ott	0.008	48.227	1484
Dickens	0.008	48.235	1485
Cormier	0.008	48.243	1486
Voss	0.008	48.251	1487
Rushing	0.008	48.26	1488
Rosenberg	0.008	48.268	1489
Hurd	0.008	48.276	1490
Dumas	0.008	48.285	1491
Benitez	0.008	48.293	1492
Arellano	0.008	48.301	1493
Story	0.008	48.309	1494
Marin	0.008	48.318	1495
Caudill	0.008	48.326	1496
Bragg	0.008	48.334	1497
Jaramillo	0.008	48.343	1498
Huerta	0.008	48.351	1499
Gipson	0.008	48.359	1500
Colvin	0.008	48.367	1501
Biggs	0.008	48.376	1502
Vela	0.008	48.384	1503
Platt	0.008	48.392	1504
Cassidy	0.008	48.4	1505
Tompkins	0.008	48.408	1506
Mccollum	0.008	48.417	1507
Kay	0.008	48.425	1508
Gabriel	0.008	48.433	1509
Dolan	0.008	48.441	1510
Daley	0.008	48.45	1511
Crump	0.008	48.458	1512
Street	0.008	48.466	1513
Sneed	0.008	48.474	1514
Kilgore	0.008	48.482	1515
Grove	0.008	48.491	1516
Grimm	0.008	48.499	1517
Davison	0.008	48.507	1518
Brunson	0.008	48.515	1519
Prater	0.008	48.523	1520
Marcum	0.008	48.531	1521
Devine	0.008	48.54	1522
Kyle	0.008	48.548	1523
Dodge	0.008	48.556	1524
Stratton	0.008	48.564	1525
Rosas	0.008	48.572	1526
Choi	0.008	48.58	1527
Tripp	0.008	48.589	1528
Ledbetter	0.008	48.597	1529
Lay	0.008	48.605	1530
Hightower	0.008	48.613	1531
Haywood	0.008	48.621	1532
Feldman	0.008	48.629	1533
Epps	0.008	48.637	1534
Yeager	0.008	48.645	1535
Posey	0.008	48.653	1536
Sylvester	0.008	48.662	1537
Scruggs	0.008	48.67	1538
Cope	0.008	48.678	1539
Stubbs	0.008	48.686	1540
Richey	0.008	48.694	1541
Overton	0.008	48.702	1542
Trotter	0.008	48.71	1543
Sprague	0.008	48.718	1544
Cordero	0.008	48.726	1545
Butcher	0.008	48.734	1546
Burger	0.008	48.742	1547
Stiles	0.008	48.75	1548
Burgos	0.008	48.758	1549
Woodson	0.008	48.766	1550
Horner	0.008	48.774	1551
Bassett	0.008	48.782	1552
Purcell	0.008	48.79	1553
Haskins	0.008	48.798	1554
Gee	0.008	48.806	1555
Akins	0.008	48.814	1556
Abraham	0.008	48.823	1557
Hoyt	0.008	48.83	1558
Ziegler	0.008	48.838	1559
Spaulding	0.008	48.846	1560
Hadley	0.008	48.854	1561
Grubbs	0.008	48.862	1562
Sumner	0.008	48.87	1563
Murillo	0.008	48.878	1564
Zavala	0.008	48.886	1565
Shook	0.008	48.894	1566
Lockwood	0.008	48.902	1567
Jarrett	0.008	48.91	1568
Driscoll	0.008	48.918	1569
Dahl	0.008	48.926	1570
Thorpe	0.008	48.934	1571
Sheridan	0.008	48.942	1572
Redmond	0.008	48.949	1573
Putnam	0.008	48.957	1574
Mcwilliams	0.008	48.965	1575
Mcrae	0.008	48.973	1576
Cornell	0.008	48.981	1577
Felton	0.008	48.989	1578
Romano	0.008	48.997	1579
Joiner	0.008	49.005	1580
Sadler	0.008	49.012	1581
Hedrick	0.008	49.02	1582
Hager	0.008	49.028	1583
Hagen	0.008	49.036	1584
Fitch	0.008	49.044	1585
Coulter	0.008	49.052	1586
Thacker	0.008	49.059	1587
Mansfield	0.008	49.067	1588
Langston	0.008	49.075	1589
Guidry	0.008	49.083	1590
Ferreira	0.008	49.091	1591
Corley	0.008	49.098	1592
Conn	0.008	49.106	1593
Rossi	0.008	49.114	1594
Lackey	0.008	49.122	1595
Cody	0.008	49.13	1596
Baez	0.008	49.137	1597
Saenz	0.008	49.145	1598
Mcnamara	0.008	49.153	1599
Darnell	0.008	49.16	1600
Michel	0.008	49.168	1601
Mcmullen	0.008	49.176	1602
Mckenna	0.008	49.184	1603
Mcdonough	0.008	49.191	1604
Link	0.008	49.199	1605
Engel	0.008	49.207	1606
Browne	0.008	49.215	1607
Roper	0.008	49.222	1608
Peacock	0.008	49.23	1609
Eubanks	0.008	49.238	1610
Drummond	0.008	49.245	1611
Stringer	0.008	49.253	1612
Pritchett	0.008	49.261	1613
Parham	0.008	49.268	1614
Mims	0.008	49.276	1615
Landers	0.008	49.284	1616
Ham	0.008	49.291	1617
Grayson	0.008	49.299	1618
Stacy	0.008	49.307	1619
Schafer	0.008	49.314	1620
Egan	0.008	49.322	1621
Timmons	0.008	49.33	1622
Ohara	0.008	49.337	1623
Keen	0.008	49.345	1624
Hamlin	0.008	49.353	1625
Finn	0.008	49.36	1626
Cortes	0.008	49.368	1627
Mcnair	0.008	49.376	1628
Louis	0.008	49.383	1629
Clifford	0.008	49.391	1630
Nadeau	0.008	49.398	1631
Moseley	0.008	49.406	1632
Michaud	0.008	49.414	1633
Rosen	0.008	49.421	1634
Oakes	0.008	49.429	1635
Kurtz	0.008	49.436	1636
Jeffers	0.008	49.444	1637
Calloway	0.008	49.452	1638
Beal	0.008	49.459	1639
Bautista	0.008	49.467	1640
Winn	0.008	49.474	1641
Suggs	0.008	49.482	1642
Stern	0.008	49.49	1643
Stapleton	0.008	49.497	1644
Lyles	0.008	49.505	1645
Laird	0.008	49.512	1646
Montano	0.008	49.52	1647
Diamond	0.008	49.527	1648
Dawkins	0.008	49.535	1649
Roland	0.008	49.543	1650
Hagan	0.008	49.55	1651
Goldman	0.008	49.558	1652
Bryson	0.008	49.565	1653
Barajas	0.008	49.573	1654
Lovett	0.008	49.58	1655
Segura	0.008	49.588	1656
Metz	0.008	49.595	1657
Lockett	0.008	49.603	1658
Langford	0.008	49.61	1659
Hinson	0.008	49.618	1660
Eastman	0.008	49.625	1661
Rock	0.008	49.633	1662
Hooks	0.008	49.64	1663
Woody	0.007	49.648	1664
Smallwood	0.007	49.655	1665
Shapiro	0.007	49.663	1666
Crowell	0.007	49.67	1667
Whalen	0.007	49.678	1668
Triplett	0.007	49.685	1669
Hooker	0.007	49.693	1670
Chatman	0.007	49.7	1671
Aldrich	0.007	49.708	1672
Cahill	0.007	49.715	1673
Youngblood	0.007	49.723	1674
Ybarra	0.007	49.73	1675
Stallings	0.007	49.738	1676
Sheets	0.007	49.745	1677
Samuel	0.007	49.752	1678
Reeder	0.007	49.76	1679
Person	0.007	49.767	1680
Pack	0.007	49.775	1681
Lacey	0.007	49.782	1682
Connelly	0.007	49.79	1683
Bateman	0.007	49.797	1684
Abernathy	0.007	49.804	1685
Winkler	0.007	49.812	1686
Wilkes	0.007	49.819	1687
Masters	0.007	49.827	1688
Hackett	0.007	49.834	1689
Granger	0.007	49.841	1690
Gillis	0.007	49.849	1691
Schmitz	0.007	49.856	1692
Sapp	0.007	49.863	1693
Napier	0.007	49.871	1694
Souza	0.007	49.878	1695
Lanier	0.007	49.886	1696
Gomes	0.007	49.893	1697
Weir	0.007	49.9	1698
Otero	0.007	49.908	1699
Ledford	0.007	49.915	1700
Burroughs	0.007	49.922	1701
Babcock	0.007	49.93	1702
Ventura	0.007	49.937	1703
Siegel	0.007	49.944	1704
Dugan	0.007	49.952	1705
Clinton	0.007	49.959	1706
Christie	0.007	49.966	1707
Bledsoe	0.007	49.974	1708
Atwood	0.007	49.981	1709
Wray	0.007	49.988	1710
Varner	0.007	49.996	1711
Spangler	0.007	50.003	1712
Otto	0.007	50.01	1713
Anaya	0.007	50.017	1714
Staley	0.007	50.025	1715
Kraft	0.007	50.032	1716
Fournier	0.007	50.039	1717
Eddy	0.007	50.047	1718
Belanger	0.007	50.054	1719
Wolff	0.007	50.061	1720
Thorne	0.007	50.069	1721
Bynum	0.007	50.076	1722
Burnette	0.007	50.083	1723
Boykin	0.007	50.09	1724
Swenson	0.007	50.098	1725
Purvis	0.007	50.105	1726
Pina	0.007	50.112	1727
Khan	0.007	50.119	1728
Duvall	0.007	50.127	1729
Darby	0.007	50.134	1730
Xiong	0.007	50.141	1731
Kauffman	0.007	50.148	1732
Ali	0.007	50.156	1733
Yu	0.007	50.163	1734
Healy	0.007	50.17	1735
Engle	0.007	50.177	1736
Corona	0.007	50.185	1737
Benoit	0.007	50.192	1738
Valle	0.007	50.199	1739
Steiner	0.007	50.206	1740
Spicer	0.007	50.214	1741
Shaver	0.007	50.221	1742
Randle	0.007	50.228	1743
Lundy	0.007	50.235	1744
Dow	0.007	50.242	1745
Chin	0.007	50.25	1746
Calvert	0.007	50.257	1747
Staton	0.007	50.264	1748
Neff	0.007	50.271	1749
Kearney	0.007	50.278	1750
Darden	0.007	50.286	1751
Oakley	0.007	50.293	1752
Medeiros	0.007	50.3	1753
Mccracken	0.007	50.307	1754
Crenshaw	0.007	50.314	1755
Block	0.007	50.322	1756
Beaver	0.007	50.329	1757
Perdue	0.007	50.336	1758
Dill	0.007	50.343	1759
Whittaker	0.007	50.35	1760
Tobin	0.007	50.357	1761
Cornelius	0.007	50.365	1762
Washburn	0.007	50.372	1763
Hogue	0.007	50.379	1764
Goodrich	0.007	50.386	1765
Easley	0.007	50.393	1766
Bravo	0.007	50.4	1767
Dennison	0.007	50.407	1768
Vera	0.007	50.414	1769
Shipley	0.007	50.422	1770
Kerns	0.007	50.429	1771
Jorgensen	0.007	50.436	1772
Crain	0.007	50.443	1773
Abel	0.007	50.45	1774
Villalobos	0.007	50.457	1775
Maurer	0.007	50.464	1776
Longoria	0.007	50.471	1777
Keene	0.007	50.478	1778
Coon	0.007	50.485	1779
